"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length","Transcript Product Description","Is Pseudo"
"PY17X_0400059","PY17X_0400059.1","P. yoelii yoelii 17X","Py17X_04_v3:63,215..64,358(-)","PIR protein","927","PIR protein","No"
"PY17X_0400063","PY17X_0400063.1","P. yoelii yoelii 17X","Py17X_04_v3:66,672..67,774(-)","PIR protein","909","PIR protein","No"
"PY17X_0400065","PY17X_0400065.1","P. yoelii yoelii 17X","Py17X_04_v3:70,488..71,500(-)","PIR protein","810","PIR protein","No"
"PY17X_0400067","PY17X_0400067.1","P. yoelii yoelii 17X","Py17X_04_v3:73,934..74,952(-)","PIR protein","816","PIR protein","No"
"PY17X_0400071","PY17X_0400071.1","P. yoelii yoelii 17X","Py17X_04_v3:77,361..78,399(-)","PIR protein","825","PIR protein","No"
"PY17X_0400075","PY17X_0400075.1","P. yoelii yoelii 17X","Py17X_04_v3:80,720..81,744(-)","PIR protein","819","PIR protein","No"
"PY17X_0400079","PY17X_0400079.1","P. yoelii yoelii 17X","Py17X_04_v3:84,082..85,250(-)","PIR protein","948","PIR protein","No"
"PY17X_0400083","PY17X_0400083.1","P. yoelii yoelii 17X","Py17X_04_v3:87,877..88,942(-)","PIR protein","846","PIR protein","No"
"PY17X_0400085","PY17X_0400085.1","P. yoelii yoelii 17X","Py17X_04_v3:91,214..92,251(-)","PIR protein","831","PIR protein","No"
"PY17X_0400089","PY17X_0400089.1","P. yoelii yoelii 17X","Py17X_04_v3:94,709..95,921(-)","PIR protein","963","PIR protein","No"
"PY17X_0400091","PY17X_0400091.1","P. yoelii yoelii 17X","Py17X_04_v3:98,258..99,400(-)","PIR protein","918","PIR protein","No"
"PY17X_0400093","PY17X_0400093.1","P. yoelii yoelii 17X","Py17X_04_v3:102,211..103,433(-)","PIR protein","978","PIR protein","No"
"PY17X_0400095","PY17X_0400095.1","P. yoelii yoelii 17X","Py17X_04_v3:106,393..107,533(-)","PIR protein","936","PIR protein","No"
"PY17X_0400097","PY17X_0400097.1","P. yoelii yoelii 17X","Py17X_04_v3:109,953..111,063(-)","PIR protein","879","PIR protein","No"
"PY17X_0400100","PY17X_0400100.1","P. yoelii yoelii 17X","Py17X_04_v3:113,413..114,439(-)","PIR protein","819","PIR protein","No"
"PY17X_0400200","PY17X_0400200.1","P. yoelii yoelii 17X","Py17X_04_v3:116,799..117,881(-)","PIR protein","891","PIR protein","No"
"PY17X_0400300","PY17X_0400300.1","P. yoelii yoelii 17X","Py17X_04_v3:120,257..121,364(-)","PIR protein","915","PIR protein","No"
"PY17X_0400400","PY17X_0400400.1","P. yoelii yoelii 17X","Py17X_04_v3:124,139..125,348(-)","PIR protein","993","PIR protein","No"
"PY17X_0400500","PY17X_0400500.1","P. yoelii yoelii 17X","Py17X_04_v3:127,674..128,821(-)","PIR protein","939","PIR protein","No"
"PY17X_0400600","PY17X_0400600.1","P. yoelii yoelii 17X","Py17X_04_v3:131,207..132,305(-)","PIR protein","873","PIR protein","No"
"PY17X_0400700","PY17X_0400700.1","P. yoelii yoelii 17X","Py17X_04_v3:134,688..135,802(-)","PIR protein","906","PIR protein","No"
"PY17X_0400800","PY17X_0400800.1","P. yoelii yoelii 17X","Py17X_04_v3:138,612..139,754(-)","PIR protein","903","PIR protein","No"
"PY17X_0400900","PY17X_0400900.1","P. yoelii yoelii 17X","Py17X_04_v3:142,020..143,115(-)","PIR protein","888","PIR protein","No"
"PY17X_0401000","PY17X_0401000.1","P. yoelii yoelii 17X","Py17X_04_v3:145,617..146,782(-)","PIR protein","939","PIR protein","No"
"PY17X_0401100","PY17X_0401100.1","P. yoelii yoelii 17X","Py17X_04_v3:149,212..150,325(-)","PIR protein","888","PIR protein","No"
"PY17X_0401200","PY17X_0401200.1","P. yoelii yoelii 17X","Py17X_04_v3:152,693..153,776(-)","PIR protein","891","PIR protein","No"
"PY17X_0401300","PY17X_0401300.1","P. yoelii yoelii 17X","Py17X_04_v3:156,376..157,593(-)","PIR protein","990","PIR protein","No"
"PY17X_0401400","PY17X_0401400.1","P. yoelii yoelii 17X","Py17X_04_v3:159,886..161,024(-)","PIR protein","912","PIR protein","No"
"PY17X_0401500","PY17X_0401500.1","P. yoelii yoelii 17X","Py17X_04_v3:165,115..166,656(+)","fam-a protein","879","fam-a protein","No"
"PY17X_0401600","PY17X_0401600.1","P. yoelii yoelii 17X","Py17X_04_v3:170,302..171,480(-)","PIR protein","954","PIR protein","No"
"PY17X_0401700","PY17X_0401700.1","P. yoelii yoelii 17X","Py17X_04_v3:173,945..175,047(-)","PIR protein","879","PIR protein","No"
"PY17X_0401800","PY17X_0401800.1","P. yoelii yoelii 17X","Py17X_04_v3:177,455..178,559(-)","PIR protein","894","PIR protein","No"
"PY17X_0401900","PY17X_0401900.1","P. yoelii yoelii 17X","Py17X_04_v3:181,353..182,548(-)","PIR protein","984","PIR protein","No"
"PY17X_0402000","PY17X_0402000.1","P. yoelii yoelii 17X","Py17X_04_v3:185,037..186,067(-)","PIR protein","825","PIR protein","No"
"PY17X_0402100","PY17X_0402100.1","P. yoelii yoelii 17X","Py17X_04_v3:188,433..189,578(-)","PIR protein","930","PIR protein","No"
"PY17X_0402200","PY17X_0402200.1","P. yoelii yoelii 17X","Py17X_04_v3:192,725..193,673(-)","fam-b protein","783","fam-b protein","No"
"PY17X_0402300","PY17X_0402300.1","P. yoelii yoelii 17X","Py17X_04_v3:195,614..196,779(-)","PIR protein","939","PIR protein","No"
"PY17X_0402400","PY17X_0402400.1","P. yoelii yoelii 17X","Py17X_04_v3:199,130..200,273(-)","PIR protein, pseudogene","924","PIR protein, pseudogene","Yes"
"PY17X_0402500","PY17X_0402500.1","P. yoelii yoelii 17X","Py17X_04_v3:203,084..204,263(-)","PIR protein","951","PIR protein","No"
"PY17X_0402600","PY17X_0402600.1","P. yoelii yoelii 17X","Py17X_04_v3:206,517..207,823(-)","PIR protein","1080","PIR protein","No"
"PY17X_0402700","PY17X_0402700.1","P. yoelii yoelii 17X","Py17X_04_v3:210,299..211,492(-)","PIR protein","984","PIR protein","No"
"PY17X_0402800","PY17X_0402800.1","P. yoelii yoelii 17X","Py17X_04_v3:213,836..215,123(-)","PIR protein","1062","PIR protein","No"
"PY17X_0402900","PY17X_0402900.1","P. yoelii yoelii 17X","Py17X_04_v3:219,100..220,577(+)","fam-a protein","891","fam-a protein","No"
"PY17X_0403000","PY17X_0403000.1","P. yoelii yoelii 17X","Py17X_04_v3:222,367..223,943(+)","fam-a protein","906","fam-a protein","No"
"PY17X_0403100","PY17X_0403100.1","P. yoelii yoelii 17X","Py17X_04_v3:226,238..227,356(-)","conserved protein, unknown function","1119","conserved protein, unknown function","No"
"PY17X_0403200","PY17X_0403200.1","P. yoelii yoelii 17X","Py17X_04_v3:228,517..230,505(-)","pre-mRNA-splicing factor PRP46, putative","1848","pre-mRNA-splicing factor PRP46, putative","No"
"PY17X_0403300","PY17X_0403300.1","P. yoelii yoelii 17X","Py17X_04_v3:234,693..238,622(+)","serine/threonine protein kinase, putative","3930","serine/threonine protein kinase, putative","No"
"PY17X_0403400","PY17X_0403400.1","P. yoelii yoelii 17X","Py17X_04_v3:241,038..244,913(+)","ABC transporter B family member 4, putative","3876","ABC transporter B family member 4, putative","No"
"PY17X_0403500","PY17X_0403500.1","P. yoelii yoelii 17X","Py17X_04_v3:245,904..246,774(-)","CDGSH iron-sulfur domain-containing protein, putative","531","CDGSH iron-sulfur domain-containing protein, putative","No"
"PY17X_0403600","PY17X_0403600.1","P. yoelii yoelii 17X","Py17X_04_v3:248,392..249,813(-)","RNA-binding protein, putative","1422","RNA-binding protein, putative","No"
"PY17X_0403700","PY17X_0403700.1","P. yoelii yoelii 17X","Py17X_04_v3:253,424..257,359(-)","exportin-1, putative","3726","exportin-1, putative","No"
"PY17X_0403800","PY17X_0403800.1","P. yoelii yoelii 17X","Py17X_04_v3:260,202..262,532(-)","N-ethylmaleimide-sensitive fusion protein, putative","2331","N-ethylmaleimide-sensitive fusion protein, putative","No"
"PY17X_0403900","PY17X_0403900.1","P. yoelii yoelii 17X","Py17X_04_v3:263,386..267,594(-)","CLP1 P-loop domain-containing protein, putative","4209","CLP1 P-loop domain-containing protein, putative","No"
"PY17X_0404000","PY17X_0404000.1","P. yoelii yoelii 17X","Py17X_04_v3:269,993..274,750(+)","HAD superfamily protein, putative","3348","HAD superfamily protein, putative","No"
"PY17X_0404100","PY17X_0404100.1","P. yoelii yoelii 17X","Py17X_04_v3:275,751..276,308(-)","DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative","459","DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative","No"
"PY17X_0404200","PY17X_0404200.1","P. yoelii yoelii 17X","Py17X_04_v3:278,748..281,599(+)","palmitoyltransferase DHHC1, putative","1842","palmitoyltransferase DHHC1, putative","No"
"PY17X_0404300","PY17X_0404300.1","P. yoelii yoelii 17X","Py17X_04_v3:283,196..288,694(+)","spindle pole body protein, putative","5499","spindle pole body protein, putative","No"
"PY17X_0404400","PY17X_0404400.1","P. yoelii yoelii 17X","Py17X_04_v3:289,465..289,992(+)","plasmoredoxin","528","plasmoredoxin","No"
"PY17X_0404500","PY17X_0404500.1","P. yoelii yoelii 17X","Py17X_04_v3:290,515..291,912(-)","lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, putative","1398","lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, putative","No"
"PY17X_0404600","PY17X_0404600.1","P. yoelii yoelii 17X","Py17X_04_v3:292,922..294,730(+)","IBR domain protein, putative","1809","IBR domain protein, putative","No"
"PY17X_0404700","PY17X_0404700.1","P. yoelii yoelii 17X","Py17X_04_v3:294,806..295,658(-)","phosphatidylethanolamine-binding protein, putative","579","phosphatidylethanolamine-binding protein, putative","No"
"PY17X_0404800","PY17X_0404800.1","P. yoelii yoelii 17X","Py17X_04_v3:296,542..299,494(-)","inner membrane complex protein 1a, putative","2394","inner membrane complex protein 1a, putative","No"
"PY17X_0404900","PY17X_0404900.1","P. yoelii yoelii 17X","Py17X_04_v3:302,066..303,604(+)","inner membrane complex protein 1e, putative","1539","inner membrane complex protein 1e, putative","No"
"PY17X_0405000","PY17X_0405000.1","P. yoelii yoelii 17X","Py17X_04_v3:305,291..306,880(-)","EH domain-containing protein, putative","1590","EH domain-containing protein, putative","No"
"PY17X_0405100","PY17X_0405100.1","P. yoelii yoelii 17X","Py17X_04_v3:309,845..313,561(+)","conserved Plasmodium protein, unknown function","3717","conserved Plasmodium protein, unknown function","No"
"PY17X_0405200","PY17X_0405200.1","P. yoelii yoelii 17X","Py17X_04_v3:314,827..315,334(+)","60S ribosomal protein L44, putative","312","60S ribosomal protein L44, putative","No"
"PY17X_0405300","PY17X_0405300.1","P. yoelii yoelii 17X","Py17X_04_v3:315,928..316,663(-)","1-cys-glutaredoxin-like protein-1, putative","507","1-cys-glutaredoxin-like protein-1, putative","No"
"PY17X_0405400","PY17X_0405400.1","P. yoelii yoelii 17X","Py17X_04_v3:317,726..319,009(-)","circumsporozoite (CS) protein","1284","circumsporozoite (CS) protein","No"
"PY17X_0405500","PY17X_0405500.1","P. yoelii yoelii 17X","Py17X_04_v3:321,740..325,840(+)","conserved Plasmodium membrane protein, unknown function","4101","conserved Plasmodium membrane protein, unknown function","No"
"PY17X_0405600","PY17X_0405600.1","P. yoelii yoelii 17X","Py17X_04_v3:326,403..326,921(-)","conserved protein, unknown function","519","conserved protein, unknown function","No"
"PY17X_0405700","PY17X_0405700.1","P. yoelii yoelii 17X","Py17X_04_v3:328,275..329,623(-)","elongation factor (EF-TS), putative","1146","elongation factor (EF-TS), putative","No"
"PY17X_0405800","PY17X_0405800.1","P. yoelii yoelii 17X","Py17X_04_v3:330,625..341,473(-)","conserved Plasmodium protein, unknown function","10644","conserved Plasmodium protein, unknown function","No"
"PY17X_0405900","PY17X_0405900.1","P. yoelii yoelii 17X","Py17X_04_v3:344,113..347,172(+)","conserved Plasmodium protein, unknown function","3060","conserved Plasmodium protein, unknown function","No"
"PY17X_0406000","PY17X_0406000.1","P. yoelii yoelii 17X","Py17X_04_v3:348,175..350,820(-)","conserved Plasmodium membrane protein, unknown function","2082","conserved Plasmodium membrane protein, unknown function","No"
"PY17X_0406100","PY17X_0406100.1","P. yoelii yoelii 17X","Py17X_04_v3:352,498..353,219(+)","conserved protein, unknown function","438","conserved protein, unknown function","No"
"PY17X_0406200","PY17X_0406200.1","P. yoelii yoelii 17X","Py17X_04_v3:353,990..363,805(-)","conserved Plasmodium protein, unknown function","9816","conserved Plasmodium protein, unknown function","No"
"PY17X_0406300","PY17X_0406300.1","P. yoelii yoelii 17X","Py17X_04_v3:365,937..367,601(-)","DNA-(apurinic or apyrimidinic site) lyase, putative","1665","DNA-(apurinic or apyrimidinic site) lyase, putative","No"
"PY17X_0406400","PY17X_0406400.1","P. yoelii yoelii 17X","Py17X_04_v3:368,713..369,358(-)","ubiquitin-conjugating enzyme E2, putative","420","ubiquitin-conjugating enzyme E2, putative","No"
"PY17X_0406500","PY17X_0406500.1","P. yoelii yoelii 17X","Py17X_04_v3:371,467..374,178(+)","P-loop containing nucleoside triphosphate hydrolase, putative","2712","P-loop containing nucleoside triphosphate hydrolase, putative","No"
"PY17X_0406600","PY17X_0406600.1","P. yoelii yoelii 17X","Py17X_04_v3:375,406..375,816(-)","conserved protein, unknown function","411","conserved protein, unknown function","No"
"PY17X_0406700","PY17X_0406700.1","P. yoelii yoelii 17X","Py17X_04_v3:377,419..378,681(-)","conserved Plasmodium protein, unknown function","1113","conserved Plasmodium protein, unknown function","No"
"PY17X_0406800","PY17X_0406800.1","P. yoelii yoelii 17X","Py17X_04_v3:380,777..382,302(+)","activator of Hsp90 ATPase, putative","1053","activator of Hsp90 ATPase, putative","No"
"PY17X_0406900","PY17X_0406900.1","P. yoelii yoelii 17X","Py17X_04_v3:382,867..383,821(-)","glutaredoxin 1, putative","330","glutaredoxin 1, putative","No"
"PY17X_0407000","PY17X_0407000.1","P. yoelii yoelii 17X","Py17X_04_v3:385,537..387,414(+)","FAD-dependent glycerol-3-phosphate dehydrogenase, putative","1878","FAD-dependent glycerol-3-phosphate dehydrogenase, putative","No"
"PY17X_0407100","PY17X_0407100.1","P. yoelii yoelii 17X","Py17X_04_v3:388,131..389,033(-)","cytochrome c oxidase subunit ApiCOX35, putative","903","cytochrome c oxidase subunit ApiCOX35, putative","No"
"PY17X_0407200","PY17X_0407200.1","P. yoelii yoelii 17X","Py17X_04_v3:390,326..390,583(+)","ATP synthase-associated protein, putative","258","ATP synthase-associated protein, putative","No"
"PY17X_0407300","PY17X_0407300.1","P. yoelii yoelii 17X","Py17X_04_v3:391,955..392,660(+)","ER membrane protein complex subunit 5, putative","348","ER membrane protein complex subunit 5, putative","No"
"PY17X_0407400","PY17X_0407400.1","P. yoelii yoelii 17X","Py17X_04_v3:393,672..395,511(-)","T-complex protein 1 subunit beta, putative","1602","T-complex protein 1 subunit beta, putative","No"
"PY17X_0407500","PY17X_0407500.1","P. yoelii yoelii 17X","Py17X_04_v3:398,089..399,370(+)","40S ribosomal protein S23, putative","438","40S ribosomal protein S23, putative","No"
"PY17X_0407600","PY17X_0407600.1","P. yoelii yoelii 17X","Py17X_04_v3:398,832..398,971(+)","small nucleolar RNA snoR03","140","small nucleolar RNA snoR03","No"
"PY17X_0407700","PY17X_0407700.1","P. yoelii yoelii 17X","Py17X_04_v3:400,131..400,791(-)","40S ribosomal protein S12, putative","429","40S ribosomal protein S12, putative","No"
"PY17X_0407800","PY17X_0407800.1","P. yoelii yoelii 17X","Py17X_04_v3:402,305..403,559(-)","60S ribosomal protein L7, putative","774","60S ribosomal protein L7, putative","No"
"PY17X_0407900","PY17X_0407900.1","P. yoelii yoelii 17X","Py17X_04_v3:406,633..407,925(+)","microtubule-associated protein RP/EB family, putative","1293","microtubule-associated protein RP/EB family, putative","No"
"PY17X_0408000","PY17X_0408000.1","P. yoelii yoelii 17X","Py17X_04_v3:408,618..409,631(-)","ATP-dependent Clp protease proteolytic subunit, putative","1014","ATP-dependent Clp protease proteolytic subunit, putative","No"
"PY17X_0408100","PY17X_0408100.1","P. yoelii yoelii 17X","Py17X_04_v3:410,246..411,935(-)","spindle and kinetochore-associated protein 2, putative","945","spindle and kinetochore-associated protein 2, putative","No"
"PY17X_0408200","PY17X_0408200.1","P. yoelii yoelii 17X","Py17X_04_v3:412,968..414,872(+)","conserved Plasmodium protein, unknown function","1671","conserved Plasmodium protein, unknown function","No"
"PY17X_0408300","PY17X_0408300.1","P. yoelii yoelii 17X","Py17X_04_v3:415,167..420,603(-)","conserved Plasmodium protein, unknown function","4356","conserved Plasmodium protein, unknown function","No"
"PY17X_0408400","PY17X_0408400.1","P. yoelii yoelii 17X","Py17X_04_v3:422,507..424,405(+)","conserved Plasmodium protein, unknown function","1899","conserved Plasmodium protein, unknown function","No"
"PY17X_0408500","PY17X_0408500.1","P. yoelii yoelii 17X","Py17X_04_v3:424,813..436,700(-)","conserved Plasmodium protein, unknown function","11589","conserved Plasmodium protein, unknown function","No"
"PY17X_0408600","PY17X_0408600.1","P. yoelii yoelii 17X","Py17X_04_v3:438,556..440,013(+)","DNA polymerase delta small subunit, putative","1458","DNA polymerase delta small subunit, putative","No"
"PY17X_0408700","PY17X_0408700.1","P. yoelii yoelii 17X","Py17X_04_v3:441,344..445,867(+)","zinc finger protein, putative","4524","zinc finger protein, putative","No"
"PY17X_0408800","PY17X_0408800.1","P. yoelii yoelii 17X","Py17X_04_v3:446,802..448,534(-)","T-complex protein 1 subunit eta, putative","1620","T-complex protein 1 subunit eta, putative","No"
"PY17X_0408900","PY17X_0408900.1","P. yoelii yoelii 17X","Py17X_04_v3:449,972..450,814(-)","conserved Plasmodium protein, unknown function","843","conserved Plasmodium protein, unknown function","No"
"PY17X_0409000","PY17X_0409000.1","P. yoelii yoelii 17X","Py17X_04_v3:452,613..452,744(+)","U4 spliceosomal RNA","132","U4 spliceosomal RNA","No"
"PY17X_0409100","PY17X_0409100.1","P. yoelii yoelii 17X","Py17X_04_v3:454,121..454,793(+)","activator of Hsp90 ATPase, putative","423","activator of Hsp90 ATPase, putative","No"
"PY17X_0409200","PY17X_0409200.1","P. yoelii yoelii 17X","Py17X_04_v3:456,061..457,560(+)","pre-mRNA-processing factor 19, putative","1500","pre-mRNA-processing factor 19, putative","No"
"PY17X_0409300","PY17X_0409300.1","P. yoelii yoelii 17X","Py17X_04_v3:459,276..461,009(+)","conserved protein, unknown function","1398","conserved protein, unknown function","No"
"PY17X_0409400","PY17X_0409400.1","P. yoelii yoelii 17X","Py17X_04_v3:461,849..462,344(+)","conserved protein, unknown function","327","conserved protein, unknown function","No"
"PY17X_0409500","PY17X_0409500.1","P. yoelii yoelii 17X","Py17X_04_v3:463,039..466,860(-)","splicing factor 3B subunit 1, putative","3822","splicing factor 3B subunit 1, putative","No"
