# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	474179	477450	+	VEV55241.1			methyltransferase, putative			PVVCY_0501260	1734	577	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	478219	480108	+							PVVCY_0501270	1890		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	478219	480108	+	VEV55242.1			protoporphyrinogen oxidase, putative			PVVCY_0501270	1890	629	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	480760	481578	-							PVVCY_0501280	819		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	480760	481578	-	VEV55243.1			zinc finger, C3HC4 type, putative			PVVCY_0501280	819	272	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	482710	483858	-							PVVCY_0501290	1149		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	482710	483858	-	VEV55244.1			rRNA-processing protein EBP2, putative			PVVCY_0501290	1149	382	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	484759	485868	+							PVVCY_0501300	1110		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	484759	485868	+	VEV55245.1			nucleolar preribosomal assembly protein, putative			PVVCY_0501300	1110	369	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	486310	488357	-							PVVCY_0501310	2048		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	486310	488357	-	VEV55246.1			conserved Plasmodium protein, unknown function			PVVCY_0501310	1860	619	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	489925	490895	-							PVVCY_0501320	971		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	489925	490895	-	VEV55247.1			conserved Plasmodium protein, unknown function			PVVCY_0501320	429	142	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	493603	495664	+							PVVCY_0501330	2062		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	493603	495664	+	VEV55248.1			merozoite TRAP-like protein, putative			PVVCY_0501330	1944	647	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	496094	496557	-							PVVCY_0501340	464		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	496094	496557	-	VEV55249.1			conserved Plasmodium protein, unknown function			PVVCY_0501340	354	117	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	497989	499217	-							PVVCY_0501350	1229		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	497989	499217	-	VEV55250.1			inner membrane complex protein 1m, putative			PVVCY_0501350	1113	370	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	501734	505861	+							PVVCY_0501360	4128		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	501734	505861	+	VEV55251.1			conserved Plasmodium protein, unknown function			PVVCY_0501360	3768	1255	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	506677	508350	+							PVVCY_0501370	1674		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	506677	508350	+	VEV55252.1			WD repeat-containing protein, putative			PVVCY_0501370	1674	557	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	508632	510617	-							PVVCY_0501380	1986		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	508632	510617	-	VEV55253.1			conserved Plasmodium protein, unknown function			PVVCY_0501380	1986	661	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	511367	512866	-							PVVCY_0501390	1500		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	511367	512866	-	VEV55254.1			LEM3/CDC50 family protein, putative			PVVCY_0501390	1500	499	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	514005	514334	-							PVVCY_0501400	330		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	514005	514334	-	VEV55255.1			conserved Plasmodium protein, unknown function			PVVCY_0501400	330	109	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	515422	516513	+							PVVCY_0501410	1092		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	515422	516513	+	VEV55256.1			adenosine deaminase, putative			PVVCY_0501410	1092	363	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	517076	519695	-							PVVCY_0501420	2620		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	517076	519695	-	VEV55257.1			conserved Plasmodium protein, unknown function			PVVCY_0501420	2430	809	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	520500	521825	-							PVVCY_0501430	1326		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	520500	521825	-	VEV55258.1			RAP protein, putative			PVVCY_0501430	1326	441	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	525430	529503	+							PVVCY_0501440	4074		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	525430	529503	+	VEV55259.1			conserved Plasmodium protein, unknown function			PVVCY_0501440	4074	1357	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	530731	531473	+							PVVCY_0501450	743		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	530731	531473	+	VEV55260.1			transcription elongation factor SPT4, putative			PVVCY_0501450	396	131	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	531919	536115	-							PVVCY_0501460	4197		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	531919	536115	-	VEV55261.1			pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative			PVVCY_0501460	3669	1222	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	537159	538457	-							PVVCY_0501470	1299		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	537159	538457	-	VEV55262.1			conserved Plasmodium protein, unknown function			PVVCY_0501470	1299	432	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	539737	542598	-							PVVCY_0501480	2862		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	539737	542598	-	VEV55263.1			conserved Plasmodium protein, unknown function			PVVCY_0501480	2862	953	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	547426	548311	-							PVVCY_0501490	886		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	547426	548311	-	VEV55264.1			conserved Plasmodium protein, unknown function			PVVCY_0501490	675	224	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	550231	551403	+							PVVCY_0501500	1173		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	550231	551403	+	VEV55265.1			26S proteasome regulatory subunit RPN9, putative			PVVCY_0501500	1173	390	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	551899	553554	-							PVVCY_0501510	1656		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	551899	553554	-	VEV55266.1			tRNA N6-adenosine threonylcarbamoyltransferase, putative			PVVCY_0501510	1656	551	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	554181	554888	+							PVVCY_0501520	708		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	554181	554888	+	VEV55267.1			RNA methyltransferase, putative			PVVCY_0501520	708	235	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	555465	556175	+							PVVCY_0501530	711		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	555465	556175	+	VEV55268.1			calmodulin, putative			PVVCY_0501530	711	236	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	556911	557558	-							PVVCY_0501540	648		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	556911	557558	-	VEV55269.1			28 kDa ookinete surface protein, putative			PVVCY_0501540	648	215	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	558989	559642	-							PVVCY_0501550	654		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	558989	559642	-	VEV55270.1			25 kDa ookinete surface antigen precursor, putative			PVVCY_0501550	654	217	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	560832	561502	-							PVVCY_0501560	671		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	560832	561502	-	VEV55271.1			conserved Plasmodium protein, unknown function			PVVCY_0501560	564	187	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	563307	564401	+							PVVCY_0501570	1095		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	563307	564401	+	VEV55272.1			MORN repeat-containing protein 1, putative			PVVCY_0501570	1095	364	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	565222	567321	+							PVVCY_0501580	2100		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	565222	567321	+	VEV55273.1			conserved Plasmodium protein, unknown function			PVVCY_0501580	2100	699	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	570288	572099	+							PVVCY_0501590	1812		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	570288	572099	+	VEV55274.1			conserved Plasmodium protein, unknown function			PVVCY_0501590	1812	603	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	574029	574751	+							PVVCY_0501600	723		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	574029	574751	+	VEV55275.1			protein phosphatase inhibitor 3, putative			PVVCY_0501600	396	131	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	575311	576989	-							PVVCY_0501610	1679		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	575311	576989	-	VEV55276.1			conserved Plasmodium protein, unknown function			PVVCY_0501610	1317	438	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	577357	579459	-							PVVCY_0501620	2103		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	577357	579459	-	VEV55277.1			conserved Plasmodium protein, unknown function			PVVCY_0501620	1578	525	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	580282	582400	-							PVVCY_0501630	2119		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	580282	582400	-	VEV55278.1			ribosome maturation factor RimM, putative			PVVCY_0501630	1977	658	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	585894	588803	+							PVVCY_0501640	2910		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	585894	588803	+	VEV55279.1			mRNA-decapping enzyme subunit 1, putative			PVVCY_0501640	2910	969	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	589229	590117	-							PVVCY_0501650	889		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	589229	590117	-	VEV55280.1			conserved Plasmodium protein, unknown function			PVVCY_0501650	399	132	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	591076	593337	+							PVVCY_0501660	2262		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	591076	593337	+	VEV55281.1			conserved Plasmodium protein, unknown function			PVVCY_0501660	2262	753	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	593499	595504	-							PVVCY_0501670	2006		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	593499	595504	-	VEV55282.1			phosphatidylinositol N-acetylglucosaminyltransferase subunit A, putative			PVVCY_0501670	1359	452	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	596547	597584	-							PVVCY_0501680	1038		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	596547	597584	-	VEV55283.1			DER1-like protein, putative			PVVCY_0501680	786	261	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	599530	600609	+							PVVCY_0501690	1080		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	599530	600609	+	VEV55284.1			conserved protein, unknown function			PVVCY_0501690	1080	359	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	601054	602382	-							PVVCY_0501700	1329		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	601054	602382	-	VEV55285.1			conserved Plasmodium protein, unknown function			PVVCY_0501700	1329	442	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	603339	604750	-							PVVCY_0501710	1412		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	603339	604750	-	VEV55286.1			leucine-rich repeat protein			PVVCY_0501710	933	310	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	605776	610248	-							PVVCY_0501720	4473		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	605776	610248	-	VEV55287.1			RNA polymerase II-associated protein 1, putative			PVVCY_0501720	4473	1490	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	611181	612605	+							PVVCY_0501730	1425		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	611181	612605	+	VEV55288.1			conserved Plasmodium protein, unknown function			PVVCY_0501730	1425	474	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	613576	617643	-							PVVCY_0501740	4068		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	613576	617643	-	VEV55289.1			S-adenosylmethionine decarboxylase/ornithine decarboxylase, putative			PVVCY_0501740	4068	1355	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	620759	621460	+							PVVCY_0501750	702		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	620759	621460	+	VEV55290.1			early transcribed membrane protein			PVVCY_0501750	702	233	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	622841	623495	-							PVVCY_0501760	655		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	622841	623495	-	VEV55291.1			conserved Plasmodium protein, unknown function			PVVCY_0501760	369	122	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	624513	625651	+							PVVCY_0501770	1139		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	624513	625651	+	VEV55292.1			haloacid dehalogenase-like hydrolase, putative			PVVCY_0501770	1044	347	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	626847	628826	+							PVVCY_0501780	1980		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	626847	628826	+	VEV55293.1			WD repeat-containing protein 70, putative			PVVCY_0501780	1980	659	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	629423	632125	-							PVVCY_0501790	2703		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	629423	632125	-	VEV55294.1			myb2 transcription factor, putative			PVVCY_0501790	2703	900	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	633589	635298	+							PVVCY_0501800	1710		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	633589	635298	+	VEV55295.1			bromodomain protein 1, putative			PVVCY_0501800	1485	494	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	636104	638521	+							PVVCY_0501810	2418		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	636104	638521	+	VEV55296.1			plasmepsin VII, putative			PVVCY_0501810	1422	473	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	639361	640518	-							PVVCY_0501820	1158		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	639361	640518	-	VEV55297.1			ubiquitin-conjugating enzyme, putative			PVVCY_0501820	576	191	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	643612	645543	-							PVVCY_0501830	1932		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	643612	645543	-	VEV55298.1			Sec1 family protein, putative			PVVCY_0501830	1932	643	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	646316	647386	-							PVVCY_0501840	1071		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	646316	647386	-	VEV55299.1			conserved Plasmodium protein, unknown function			PVVCY_0501840	423	140	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	647925	648557	+							PVVCY_0501850	633		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	647925	648557	+	VEV55300.1			apicoplast ribosomal protein L27 precursor, putative			PVVCY_0501850	633	210	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	649793	651574	+							PVVCY_0501860	1782		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	649793	651574	+	VEV55301.1			thioredoxin-like associated protein 2, putative			PVVCY_0501860	1782	593	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	652256	654151	-							PVVCY_0501870	1896		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	652256	654151	-	VEV55302.1			flavoprotein subunit of succinate dehydrogenase, putative			PVVCY_0501870	1896	631	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	656301	661503	+							PVVCY_0501880	5203		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	656301	661503	+	VEV55303.1			conserved Plasmodium protein, unknown function			PVVCY_0501880	4089	1362	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_05	LR215061.1	661922	662749	-							PVVCY_0501890	828		
