"Gene ID","source_id","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length","Deprecated?","Gene Name or Symbol","Previous ID(s)","Product Description","Transcript Product Description","Chromosome","Genomic Location (Gene)","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Paralog count","Protein Length","CDS Length","Molecular Weight","Isoelectric Point","Interpro ID","Interpro Description","PFam ID","PFam Description","PirSF ID","PirSF Description","Prositefamilies ID","Prositefamilies Description","Smart ID","Smart Description","Superfamily ID","Superfamily Description","TigrFam ID","TigrFam Description","GeneDB Updated Product Name"
"PVP01_0003070","PVP01_0003070.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1086","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:9,642..10,976(-)","Transfer.PvP01_00_7.final:9642..10976(-)","Transfer.PvP01_00_7.final","54","5","361","1086","41285","6.99","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003080","PVP01_0003080.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","888","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:17,884..19,024(-)","Transfer.PvP01_00_7.final:17884..19024(-)","Transfer.PvP01_00_7.final","0","3","295","888","35450","6.89","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003090","PVP01_0003090.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1392","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:21,586..23,222(-)","Transfer.PvP01_00_7.final:21586..23222(-)","Transfer.PvP01_00_7.final","0","0","463","1392","54693","7.75","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003100","PVP01_0003100.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","885","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:26,394..27,538(-)","Transfer.PvP01_00_7.final:26394..27538(-)","Transfer.PvP01_00_7.final","0","0","294","885","34590","9.08","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003130","PVP01_0003130.1","2","2","1","N/A","N/A","reverse","protein coding gene","No","1545","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:39,744..41,380(-)","Transfer.PvP01_00_7.final:39744..41380(-)","Transfer.PvP01_00_7.final","3","1","514","1545","56636","6.55","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003140","PVP01_0003140.1","2","2","1","2","N/A","forward","protein coding gene","No","572","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:44,826..45,539(+)","Transfer.PvP01_00_7.final:44826..45537(+)","Transfer.PvP01_00_7.final","0","0","190","570","22190","9.26","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003150","PVP01_0003150.1","4","4","1","N/A","N/A","forward","protein coding gene","No","1923","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:49,491..51,875(+)","Transfer.PvP01_00_7.final:49491..51875(+)","Transfer.PvP01_00_7.final","1","1","640","1923","72166","9.39","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003210","PVP01_0003210.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","897","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:75,953..77,114(-)","Transfer.PvP01_00_7.final:75953..77114(-)","Transfer.PvP01_00_7.final","1","3","298","897","34803","4.85","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003220","PVP01_0003220.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1086","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:80,868..82,199(-)","Transfer.PvP01_00_7.final:80868..82199(-)","Transfer.PvP01_00_7.final","0","14","361","1086","42672","5.18","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003230","PVP01_0003230.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1395","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:85,049..86,698(-)","Transfer.PvP01_00_7.final:85049..86698(-)","Transfer.PvP01_00_7.final","0","0","464","1395","55096","6.46","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003240","PVP01_0003240.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1149","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:92,995..94,404(-)","Transfer.PvP01_00_7.final:92995..94404(-)","Transfer.PvP01_00_7.final","27","6","382","1149","43572","5.85","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003250","PVP01_0003250.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1002","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:96,644..97,917(-)","Transfer.PvP01_00_7.final:96644..97917(-)","Transfer.PvP01_00_7.final","103","17","333","1002","38263","5.46","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003260","PVP01_0003260.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","1389","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:99,498..101,269(-)","Transfer.PvP01_00_7.final:99498..101269(-)","Transfer.PvP01_00_7.final","2","13","462","1389","54929","8.66","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003270","PVP01_0003270.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1326","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:107,850..109,442(-)","Transfer.PvP01_00_7.final:107850..109442(-)","Transfer.PvP01_00_7.final","1","1","441","1326","50389","6.15","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003280","PVP01_0003280.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1110","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:112,573..113,930(-)","Transfer.PvP01_00_7.final:112573..113930(-)","Transfer.PvP01_00_7.final","1","2","369","1110","42790","6.59","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003290","PVP01_0003290.1","3","3","1","N/A","N/A","forward","protein coding gene","No","639","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:115,945..116,898(+)","Transfer.PvP01_00_7.final:115945..116898(+)","Transfer.PvP01_00_7.final","0","0","212","639","22946","8.17","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003320","PVP01_0003320.1","6","6","1","N/A","N/A","reverse","protein coding gene","No","2379","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:129,929..132,881(-)","Transfer.PvP01_00_7.final:129929..132881(-)","Transfer.PvP01_00_7.final","0","0","792","2379","86124","5.22","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003330","PVP01_0003330.1","2","2","1","2","N/A","forward","protein coding gene","No","1109","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_7.final:134,539..135,793(+)","Transfer.PvP01_00_7.final:134539..135791(+)","Transfer.PvP01_00_7.final","0","0","369","1107","40916","9.49","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003350","PVP01_0003350.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1722","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:4,631..6,614(-)","Transfer.PvP01_00_8.final:4631..6614(-)","Transfer.PvP01_00_8.final","2","1","573","1722","61716","9.4","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003360","PVP01_0003360.1","5","5","1","N/A","N/A","forward","protein coding gene","No","1794","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:10,467..12,631(+)","Transfer.PvP01_00_8.final:10467..12631(+)","Transfer.PvP01_00_8.final","19","4","597","1794","70519","6.79","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003370","PVP01_0003370.1","1","1","1","N/A","N/A","forward","protein coding gene","No","381","No","N/A","N/A","PIR protein, fragment","PIR protein, fragment","Not Assigned","Transfer.PvP01_00_8.final:16,665..17,045(+)","Transfer.PvP01_00_8.final:16665..17045(+)","Transfer.PvP01_00_8.final","0","0","126","381","14531","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003380","PVP01_0003380.1","2","2","1","N/A","834","forward","protein coding gene","No","2295","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:17,059..19,454(+)","Transfer.PvP01_00_8.final:17893..19454(+)","Transfer.PvP01_00_8.final","5","1","486","1461","54724","6.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003390","PVP01_0003390.1","2","2","1","N/A","N/A","forward","protein coding gene","No","756","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:20,185..20,999(+)","Transfer.PvP01_00_8.final:20185..20999(+)","Transfer.PvP01_00_8.final","0","0","251","756","29305","8.82","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003400","PVP01_0003400.1","3","3","1","1548","1053","forward","protein coding gene","No","3816","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:23,850..27,842(+)","Transfer.PvP01_00_8.final:24903..26294(+)","Transfer.PvP01_00_8.final","0","0","404","1215","46150","5.49","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003410","PVP01_0003410.1","3","3","1","477","N/A","forward","pseudogene","Yes","849","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","Not Assigned","Transfer.PvP01_00_8.final:32,713..33,884(+)","Transfer.PvP01_00_8.final:32713..33278(+)","Transfer.PvP01_00_8.final","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003420","PVP01_0003420.1","2","2","1","1044","N/A","forward","pseudogene","Yes","2067","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","Not Assigned","Transfer.PvP01_00_8.final:37,335..39,498(+)","Transfer.PvP01_00_8.final:37335..38357(+)","Transfer.PvP01_00_8.final","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003430","PVP01_0003430.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1179","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:43,371..44,792(+)","Transfer.PvP01_00_8.final:43371..44792(+)","Transfer.PvP01_00_8.final","1","11","392","1179","46010","7.87","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003440","PVP01_0003440.1","3","3","1","N/A","N/A","forward","protein coding gene","No","738","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:47,826..48,835(+)","Transfer.PvP01_00_8.final:47826..48835(+)","Transfer.PvP01_00_8.final","43","5","246","738","28788","8.48","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003480","PVP01_0003480.1","3","3","1","N/A","N/A","forward","protein coding gene","No","891","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:65,818..66,933(+)","Transfer.PvP01_00_8.final:65818..66933(+)","Transfer.PvP01_00_8.final","1","0","296","891","35246","7.13","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003490","PVP01_0003490.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1098","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:69,918..71,265(+)","Transfer.PvP01_00_8.final:69918..71265(+)","Transfer.PvP01_00_8.final","7","2","365","1098","42135","8.19","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003500","PVP01_0003500.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1068","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:74,670..75,996(+)","Transfer.PvP01_00_8.final:74670..75996(+)","Transfer.PvP01_00_8.final","44","5","355","1068","40959","6.25","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003510","PVP01_0003510.1","3","3","1","N/A","N/A","forward","protein coding gene","No","870","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:77,752..79,094(+)","Transfer.PvP01_00_8.final:77752..79094(+)","Transfer.PvP01_00_8.final","0","0","289","870","33781","8.51","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003520","PVP01_0003520.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1080","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:82,442..83,782(+)","Transfer.PvP01_00_8.final:82442..83782(+)","Transfer.PvP01_00_8.final","1","0","359","1080","42479","5.11","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003530","PVP01_0003530.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1089","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:86,643..87,996(+)","Transfer.PvP01_00_8.final:86643..87996(+)","Transfer.PvP01_00_8.final","4","0","362","1089","42143","6.81","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003540","PVP01_0003540.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1353","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:91,369..92,970(+)","Transfer.PvP01_00_8.final:91369..92970(+)","Transfer.PvP01_00_8.final","0","0","450","1353","52175","6.6","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003560","PVP01_0003560.1","3","3","1","N/A","N/A","forward","protein coding gene","No","990","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:103,259..104,495(+)","Transfer.PvP01_00_8.final:103259..104495(+)","Transfer.PvP01_00_8.final","2","3","329","990","38728","7.98","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003570","PVP01_0003570.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","897","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:106,040..107,168(-)","Transfer.PvP01_00_8.final:106040..107168(-)","Transfer.PvP01_00_8.final","19","11","298","897","35063","7.52","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003580","PVP01_0003580.1","3","3","1","408","N/A","forward","pseudogene","Yes","726","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","Not Assigned","Transfer.PvP01_00_8.final:109,537..110,388(+)","Transfer.PvP01_00_8.final:109537..109854(+)","Transfer.PvP01_00_8.final","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003590","PVP01_0003590.1","4","4","1","N/A","N/A","forward","pseudogene","Yes","882","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","Not Assigned","Transfer.PvP01_00_8.final:112,138..113,278(+)","Transfer.PvP01_00_8.final:112138..113278(+)","Transfer.PvP01_00_8.final","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003600","PVP01_0003600.1","2","2","1","501","N/A","forward","pseudogene","Yes","666","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","Not Assigned","Transfer.PvP01_00_8.final:115,865..116,664(+)","Transfer.PvP01_00_8.final:115865..116163(+)","Transfer.PvP01_00_8.final","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003610","PVP01_0003610.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1290","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:121,652..123,184(+)","Transfer.PvP01_00_8.final:121652..123184(+)","Transfer.PvP01_00_8.final","0","0","429","1290","49495","6.57","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003620","PVP01_0003620.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1032","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:125,297..126,602(+)","Transfer.PvP01_00_8.final:125297..126602(+)","Transfer.PvP01_00_8.final","103","17","343","1032","39270","6.1","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003630","PVP01_0003630.1","2","2","1","N/A","N/A","forward","protein coding gene","No","990","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:130,277..131,384(+)","Transfer.PvP01_00_8.final:130277..131384(+)","Transfer.PvP01_00_8.final","19","11","329","990","38040","5.52","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003640","PVP01_0003640.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1062","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_8.final:135,618..136,930(+)","Transfer.PvP01_00_8.final:135618..136930(+)","Transfer.PvP01_00_8.final","0","0","353","1062","41253","6.59","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003650","PVP01_0003650.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","981","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_9.final:3,963..5,296(-)","Transfer.PvP01_00_9.final:3963..5296(-)","Transfer.PvP01_00_9.final","0","0","326","981","36344","6.26","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003660","PVP01_0003660.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1233","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_9.final:9,112..10,601(-)","Transfer.PvP01_00_9.final:9112..10601(-)","Transfer.PvP01_00_9.final","0","1","410","1233","46973","5.34","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0003670","PVP01_0003670.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","945","No","N/A","N/A","PIR protein","PIR protein","Not Assigned","Transfer.PvP01_00_9.final:13,380..14,588(-)","Transfer.PvP01_00_9.final:13380..14588(-)","Transfer.PvP01_00_9.final","1","4","314","945","36575","7.07","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
